time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,PointerHead1X,PointerHead1Y,PointerHead1Z,PointerHand1X,PointerHand1Y,PointerHand1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,PointerHead2X,PointerHead2Y,PointerHead2Z,PointerHand2X,PointerHand2Y,PointerHand2Z,PointerHeadTilt1X,PointerHeadTilt1Y,PointerHeadTilt1Z,PointerHeadTilt2X,PointerHeadTilt2Y,PointerHeadTilt2Z
0.526,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.314, 1.409, -0.283,47.245, 14.555, 3.229,0.493, 0.971, -0.330,26.927, 359.040, 4.108,0.450, 0.824, 0.240,0.489, 0.828, -0.048,null,null,null,0.382, 0.893, -0.065
0.532,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.314, 1.409, -0.283,47.245, 14.555, 3.229,0.493, 0.971, -0.330,26.927, 359.040, 4.108,0.450, 0.824, 0.240,0.489, 0.828, -0.048,null,null,null,0.382, 0.893, -0.065
0.539,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.314, 1.409, -0.283,47.245, 14.555, 3.229,0.493, 0.971, -0.330,26.927, 359.040, 4.108,0.450, 0.824, 0.240,0.489, 0.828, -0.048,null,null,null,0.382, 0.893, -0.065
0.545,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.314, 1.409, -0.283,47.245, 14.555, 3.229,0.493, 0.971, -0.330,26.927, 359.040, 4.108,0.450, 0.824, 0.240,0.489, 0.828, -0.048,null,null,null,0.382, 0.893, -0.065
0.552,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.314, 1.409, -0.283,47.245, 14.555, 3.229,0.493, 0.971, -0.330,26.927, 359.040, 4.108,0.450, 0.824, 0.240,0.489, 0.828, -0.048,null,null,null,0.382, 0.893, -0.065
0.556,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.314, 1.409, -0.283,47.245, 14.555, 3.229,0.493, 0.971, -0.330,26.927, 359.040, 4.108,0.450, 0.824, 0.240,0.489, 0.828, -0.048,null,null,null,0.382, 0.893, -0.065
0.562,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.314, 1.409, -0.283,47.245, 14.555, 3.229,0.493, 0.971, -0.330,26.927, 359.040, 4.108,0.450, 0.824, 0.240,0.489, 0.828, -0.048,null,null,null,0.382, 0.893, -0.065
0.569,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.314, 1.409, -0.283,47.245, 14.555, 3.229,0.493, 0.971, -0.330,26.927, 359.040, 4.108,0.450, 0.824, 0.240,0.489, 0.828, -0.048,null,null,null,0.382, 0.893, -0.065
0.575,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.314, 1.409, -0.283,47.245, 14.555, 3.229,0.493, 0.971, -0.330,26.927, 359.040, 4.108,0.450, 0.824, 0.240,0.489, 0.828, -0.048,null,null,null,0.382, 0.893, -0.065
0.582,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.314, 1.409, -0.283,47.245, 14.555, 3.229,0.493, 0.971, -0.330,26.927, 359.040, 4.108,0.450, 0.824, 0.240,0.489, 0.828, -0.048,null,null,null,0.382, 0.893, -0.065
0.589,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.314, 1.409, -0.283,47.245, 14.555, 3.229,0.493, 0.971, -0.330,26.927, 359.040, 4.108,0.450, 0.824, 0.240,0.489, 0.828, -0.048,null,null,null,0.382, 0.893, -0.065
0.593,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.316, 1.411, -0.288,48.176, 13.777, 3.001,0.492, 0.971, -0.329,26.610, 358.004, 3.498,0.440, 0.828, 0.219,0.482, 0.831, -0.051,null,null,null,0.377, 0.889, -0.079
0.600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.317, 1.415, -0.294,48.527, 12.080, 2.172,0.491, 0.970, -0.329,26.304, 357.037, 3.320,0.424, 0.836, 0.207,0.477, 0.834, -0.054,null,null,null,0.368, 0.891, -0.087
0.607,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.317, 1.415, -0.294,48.527, 12.080, 2.172,0.491, 0.970, -0.329,26.304, 357.037, 3.320,0.424, 0.836, 0.207,0.477, 0.834, -0.054,null,null,null,0.368, 0.891, -0.087
0.614,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.317, 1.415, -0.294,48.527, 12.080, 2.172,0.491, 0.970, -0.329,26.304, 357.037, 3.320,0.424, 0.836, 0.207,0.477, 0.834, -0.054,null,null,null,0.368, 0.891, -0.087
0.620,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.317, 1.415, -0.294,48.527, 12.080, 2.172,0.491, 0.970, -0.329,26.304, 357.037, 3.320,0.424, 0.836, 0.207,0.477, 0.834, -0.054,null,null,null,0.368, 0.891, -0.087
0.630,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.317, 1.415, -0.294,48.527, 12.080, 2.172,0.491, 0.970, -0.329,26.304, 357.037, 3.320,0.424, 0.836, 0.207,0.477, 0.834, -0.054,null,null,null,0.368, 0.891, -0.087
0.634,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.317, 1.415, -0.294,48.527, 12.080, 2.172,0.491, 0.970, -0.329,26.304, 357.037, 3.320,0.424, 0.836, 0.207,0.477, 0.834, -0.054,null,null,null,0.368, 0.891, -0.087
0.640,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.317, 1.415, -0.294,48.527, 12.080, 2.172,0.491, 0.970, -0.329,26.304, 357.037, 3.320,0.424, 0.836, 0.207,0.477, 0.834, -0.054,null,null,null,0.368, 0.891, -0.087
0.647,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.317, 1.415, -0.294,48.527, 12.080, 2.172,0.491, 0.970, -0.329,26.304, 357.037, 3.320,0.424, 0.836, 0.207,0.477, 0.834, -0.054,null,null,null,0.368, 0.891, -0.087
0.654,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.317, 1.415, -0.294,48.527, 12.080, 2.172,0.491, 0.970, -0.329,26.304, 357.037, 3.320,0.424, 0.836, 0.207,0.477, 0.834, -0.054,null,null,null,0.368, 0.891, -0.087
0.661,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.317, 1.415, -0.294,48.527, 12.080, 2.172,0.491, 0.970, -0.329,26.304, 357.037, 3.320,0.424, 0.836, 0.207,0.477, 0.834, -0.054,null,null,null,0.368, 0.891, -0.087
0.668,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.317, 1.415, -0.294,48.527, 12.080, 2.172,0.491, 0.970, -0.329,26.304, 357.037, 3.320,0.424, 0.836, 0.207,0.477, 0.834, -0.054,null,null,null,0.368, 0.891, -0.087
0.675,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.317, 1.415, -0.294,48.527, 12.080, 2.172,0.491, 0.970, -0.329,26.304, 357.037, 3.320,0.424, 0.836, 0.207,0.477, 0.834, -0.054,null,null,null,0.368, 0.891, -0.087
0.681,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.420, -0.302,49.031, 9.672, 1.290,0.490, 0.969, -0.328,25.911, 356.199, 3.812,0.404, 0.830, 0.202,0.472, 0.837, -0.056,null,null,null,0.356, 0.897, -0.101
0.688,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.695,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.708,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.714,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.721,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.727,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.734,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.741,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.747,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.753,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.760,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.764,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318, 1.425, -0.313,49.350, 5.633, 359.631,0.490, 0.969, -0.327,25.317, 355.024, 2.912,0.366, 0.861, 0.170,0.469, 0.854, -0.083,null,null,null,0.337, 0.881, -0.106
0.770,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.431, -0.327,49.827, 2.000, 357.708,0.489, 0.971, -0.326,24.651, 353.795, 1.657,0.337, 0.874, 0.143,0.457, 0.835, -0.032,null,null,null,0.320, 0.864, -0.117
0.777,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.324, 1.440, -0.342,49.493, 358.906, 356.106,0.486, 0.972, -0.325,23.924, 351.904, 1.299,0.315, 0.879, 0.137,0.445, 0.841, -0.033,null,null,null,0.305, 0.852, -0.119
0.785,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.329, 1.447, -0.361,48.327, 355.727, 354.966,0.482, 0.973, -0.326,22.485, 349.674, 2.723,0.292, 0.884, 0.139,0.433, 0.859, -0.054,null,null,null,0.291, 0.841, -0.113
0.791,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.336, 1.452, -0.380,47.911, 353.127, 353.927,0.478, 0.975, -0.328,21.797, 346.476, 1.753,0.274, 0.884, 0.129,0.416, 0.868, -0.067,null,null,null,0.282, 0.840, -0.125
0.799,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.336, 1.452, -0.380,47.911, 353.127, 353.927,0.478, 0.975, -0.328,21.797, 346.476, 1.753,0.274, 0.884, 0.129,0.416, 0.868, -0.067,null,null,null,0.282, 0.840, -0.125
0.806,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.336, 1.452, -0.380,47.911, 353.127, 353.927,0.478, 0.975, -0.328,21.797, 346.476, 1.753,0.274, 0.884, 0.129,0.416, 0.868, -0.067,null,null,null,0.282, 0.840, -0.125
0.812,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.336, 1.452, -0.380,47.911, 353.127, 353.927,0.478, 0.975, -0.328,21.797, 346.476, 1.753,0.274, 0.884, 0.129,0.416, 0.868, -0.067,null,null,null,0.282, 0.840, -0.125
0.819,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.336, 1.452, -0.380,47.911, 353.127, 353.927,0.478, 0.975, -0.328,21.797, 346.476, 1.753,0.274, 0.884, 0.129,0.416, 0.868, -0.067,null,null,null,0.282, 0.840, -0.125
0.826,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.336, 1.452, -0.380,47.911, 353.127, 353.927,0.478, 0.975, -0.328,21.797, 346.476, 1.753,0.274, 0.884, 0.129,0.416, 0.868, -0.067,null,null,null,0.282, 0.840, -0.125
0.833,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.336, 1.452, -0.380,47.911, 353.127, 353.927,0.478, 0.975, -0.328,21.797, 346.476, 1.753,0.274, 0.884, 0.129,0.416, 0.868, -0.067,null,null,null,0.282, 0.840, -0.125
0.840,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.336, 1.452, -0.380,47.911, 353.127, 353.927,0.478, 0.975, -0.328,21.797, 346.476, 1.753,0.274, 0.884, 0.129,0.416, 0.868, -0.067,null,null,null,0.282, 0.840, -0.125
0.846,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.336, 1.452, -0.380,47.911, 353.127, 353.927,0.478, 0.975, -0.328,21.797, 346.476, 1.753,0.274, 0.884, 0.129,0.416, 0.868, -0.067,null,null,null,0.282, 0.840, -0.125
0.853,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.336, 1.452, -0.380,47.911, 353.127, 353.927,0.478, 0.975, -0.328,21.797, 346.476, 1.753,0.274, 0.884, 0.129,0.416, 0.868, -0.067,null,null,null,0.282, 0.840, -0.125
0.860,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.336, 1.452, -0.380,47.911, 353.127, 353.927,0.478, 0.975, -0.328,21.797, 346.476, 1.753,0.274, 0.884, 0.129,0.416, 0.868, -0.067,null,null,null,0.282, 0.840, -0.125
0.866,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.336, 1.452, -0.380,47.911, 353.127, 353.927,0.478, 0.975, -0.328,21.797, 346.476, 1.753,0.274, 0.884, 0.129,0.416, 0.868, -0.067,null,null,null,0.282, 0.840, -0.125
0.873,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.343, 1.458, -0.403,48.185, 350.137, 352.909,0.474, 0.978, -0.330,20.577, 343.571, 0.567,0.254, 0.879, 0.106,0.399, 0.877, -0.073,null,null,null,0.274, 0.857, -0.161
0.880,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.887,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.895,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.902,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.908,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.915,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.921,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.928,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.934,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.941,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.947,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.954,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.961,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.967,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.974,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.981,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.351, 1.462, -0.425,48.331, 346.825, 352.431,0.470, 0.980, -0.334,19.155, 340.311, 1.204,0.233, 0.881, 0.078,0.379, 0.886, -0.080,null,null,null,0.265, 0.851, -0.185
0.988,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.360, 1.467, -0.448,48.394, 343.829, 351.577,0.467, 0.983, -0.339,18.309, 336.808, 359.021,0.215, 0.879, 0.053,0.364, 0.896, -0.098,null,null,null,0.261, 0.866, -0.218
0.995,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.369, 1.470, -0.469,47.421, 340.876, 351.206,0.465, 0.986, -0.345,17.607, 334.495, 358.341,0.189, 0.873, 0.050,0.280, 0.849, 0.044,null,null,null,0.250, 0.868, -0.228
1.158,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.369, 1.470, -0.469,47.421, 340.876, 351.206,0.465, 0.986, -0.345,17.607, 334.495, 358.341,0.189, 0.873, 0.050,0.280, 0.849, 0.044,null,null,null,0.250, 0.868, -0.228
1.162,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.376, 1.471, -0.491,47.234, 338.095, 350.935,0.462, 0.987, -0.352,16.926, 331.342, 357.537,0.169, 0.873, 0.022,0.254, 0.855, 0.028,null,null,null,0.243, 0.862, -0.251
1.169,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.383, 1.472, -0.511,48.146, 335.245, 350.673,0.458, 0.986, -0.360,17.134, 328.027, 356.088,0.150, 0.851, -0.007,0.229, 0.853, 0.008,null,null,null,0.241, 0.851, -0.289
1.175,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.388, 1.472, -0.528,48.595, 333.421, 350.748,0.454, 0.984, -0.368,17.536, 325.510, 355.512,0.137, 0.835, -0.026,0.204, 0.845, -0.005,null,null,null,0.240, 0.837, -0.313
1.182,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.392, 1.474, -0.543,48.880, 331.969, 350.584,0.448, 0.981, -0.377,18.135, 323.573, 356.926,0.126, 0.825, -0.043,0.185, 0.836, -0.021,null,null,null,0.237, 0.828, -0.333
1.189,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.396, 1.473, -0.556,48.703, 330.747, 350.801,0.441, 0.981, -0.387,19.068, 322.066, 357.018,0.113, 0.816, -0.052,0.229, 0.861, -0.114,null,null,null,0.234, 0.821, -0.344
1.196,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.396, 1.473, -0.556,48.703, 330.747, 350.801,0.441, 0.981, -0.387,19.068, 322.066, 357.018,0.113, 0.816, -0.052,0.229, 0.861, -0.114,null,null,null,0.234, 0.821, -0.344
1.202,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.396, 1.473, -0.556,48.703, 330.747, 350.801,0.441, 0.981, -0.387,19.068, 322.066, 357.018,0.113, 0.816, -0.052,0.229, 0.861, -0.114,null,null,null,0.234, 0.821, -0.344
1.209,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.396, 1.473, -0.556,48.703, 330.747, 350.801,0.441, 0.981, -0.387,19.068, 322.066, 357.018,0.113, 0.816, -0.052,0.229, 0.861, -0.114,null,null,null,0.234, 0.821, -0.344
1.216,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.396, 1.473, -0.556,48.703, 330.747, 350.801,0.441, 0.981, -0.387,19.068, 322.066, 357.018,0.113, 0.816, -0.052,0.229, 0.861, -0.114,null,null,null,0.234, 0.821, -0.344
1.223,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.396, 1.473, -0.556,48.703, 330.747, 350.801,0.441, 0.981, -0.387,19.068, 322.066, 357.018,0.113, 0.816, -0.052,0.229, 0.861, -0.114,null,null,null,0.234, 0.821, -0.344
1.229,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.396, 1.473, -0.556,48.703, 330.747, 350.801,0.441, 0.981, -0.387,19.068, 322.066, 357.018,0.113, 0.816, -0.052,0.229, 0.861, -0.114,null,null,null,0.234, 0.821, -0.344
1.236,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.396, 1.473, -0.556,48.703, 330.747, 350.801,0.441, 0.981, -0.387,19.068, 322.066, 357.018,0.113, 0.816, -0.052,0.229, 0.861, -0.114,null,null,null,0.234, 0.821, -0.344
1.242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.396, 1.473, -0.556,48.703, 330.747, 350.801,0.441, 0.981, -0.387,19.068, 322.066, 357.018,0.113, 0.816, -0.052,0.229, 0.861, -0.114,null,null,null,0.234, 0.821, -0.344
1.249,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.396, 1.473, -0.556,48.703, 330.747, 350.801,0.441, 0.981, -0.387,19.068, 322.066, 357.018,0.113, 0.816, -0.052,0.229, 0.861, -0.114,null,null,null,0.234, 0.821, -0.344
1.256,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.398, 1.473, -0.569,49.300, 329.537, 350.868,0.434, 0.986, -0.397,17.267, 320.298, 357.035,0.104, 0.800, -0.069,0.126, 0.837, -0.027,null,null,null,0.234, 0.806, -0.365
1.263,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.399, 1.472, -0.579,49.513, 328.658, 350.978,0.426, 0.991, -0.409,15.824, 317.432, 355.979,0.104, 0.807, -0.094,0.024, 0.822, 0.029,null,null,null,0.233, 0.799, -0.379
1.269,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.399, 1.472, -0.579,49.513, 328.658, 350.978,0.426, 0.991, -0.409,15.824, 317.432, 355.979,0.104, 0.807, -0.094,0.024, 0.822, 0.029,null,null,null,0.233, 0.799, -0.379
1.276,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.399, 1.472, -0.579,49.513, 328.658, 350.978,0.426, 0.991, -0.409,15.824, 317.432, 355.979,0.104, 0.807, -0.094,0.024, 0.822, 0.029,null,null,null,0.233, 0.799, -0.379
